sample,mouse.ID,Diet,Batch,age.wks,age.approx.wks,Age (month),Cage,Cohort,Age_bins,Age group
DO_2D_4092_096w,DO-2D-4092,2D,66,96,96,22,5096,G24W2,19-24 months,22/28 months
DO_2D_4092_121w,DO-2D-4092,2D,67,121,121,28,5096,G24W2,25-30 months,22/28 months
DO_2D_4092_022w,DO-2D-4092,2D,59,22,21,5,5096,G24W2,<=5 months,5 months
DO_AL_0165_021w,DO-AL-0165,AL,107,21,21,5,6469,G28W1,<=5 months,5 months
DO_1D_3068_068w,DO-1D-3068,1D,52,68,69,16,4976,G24W1,13-18 months,8/10/16 months
DO_1D_3068_095w,DO-1D-3068,1D,53,95,96,22,4976,G24W1,19-24 months,22/28 months
DO_20_1022_043w,DO-20-1022,20,10,43,44,10,3391,G22W2,6-12 months,8/10/16 months
DO_20_1022_035w,DO-20-1022,20,9,35,35,8,3391,G22W2,6-12 months,8/10/16 months
DO_20_1022_148w,DO-20-1022,20,15,148,148,34,3391,G22W2,>=31 months,34+months
DO_20_1022_097w,DO-20-1022,20,13,97,96,22,3391,G22W2,19-24 months,22/28 months
DO_20_1022_174w,DO-20-1022,20,16,174,174,40,3391,G22W2,>=31 months,34+months
DO_20_1022_121w,DO-20-1022,20,15,121,121,28,3391,G22W2,25-30 months,22/28 months
DO_20_1022_069w,DO-20-1022,20,12,69,69,16,3391,G22W2,13-18 months,8/10/16 months
DO_1D_3148_044w,DO-1D-3148,1D,99,44,44,10,6307,G27W2,6-12 months,8/10/16 months
DO_1D_3148_021w,DO-1D-3148,1D,97,21,21,5,6307,G27W2,<=5 months,5 months
DO_1D_3148_069w,DO-1D-3148,1D,101,69,69,16,6307,G27W2,13-18 months,8/10/16 months
DO_2D_4098_044w,DO-2D-4098,2D,71,44,44,10,5844,G26W1,6-12 months,8/10/16 months
DO_2D_4098_021w,DO-2D-4098,2D,69,21,21,5,5844,G26W1,<=5 months,5 months
DO_1D_3004_069w,DO-1D-3004,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3004_044w,DO-1D-3004,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3004_038w,DO-1D-3004,1D,4,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3168_121w,DO-1D-3168,1D,116,121,121,28,6475,G28W1,25-30 months,22/28 months
DO_1D_3168_069w,DO-1D-3168,1D,114,69,69,16,6475,G28W1,13-18 months,8/10/16 months
DO_1D_3168_021w,DO-1D-3168,1D,109,21,21,5,6475,G28W1,<=5 months,5 months
DO_1D_3168_097w,DO-1D-3168,1D,115,97,96,22,6475,G28W1,19-24 months,22/28 months
DO_1D_3168_148w,DO-1D-3168,1D,117,148,148,34,6475,G28W1,>=31 months,34+months
DO_AL_0058_096w,DO-AL-0058,AL,41,96,96,22,4333,G23W2,19-24 months,22/28 months
DO_AL_0058_020w,DO-AL-0058,AL,32,20,21,5,4333,G23W2,<=5 months,5 months
DO_1D_3133_069w,DO-1D-3133,1D,90,69,69,16,6188,G27W1,13-18 months,8/10/16 months
DO_1D_3012_044w,DO-1D-3012,1D,2,44,44,10,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3012_069w,DO-1D-3012,1D,5,69,69,16,3311,G22W1,13-18 months,8/10/16 months
DO_1D_3012_038w,DO-1D-3012,1D,4,38,35,8,3311,G22W1,6-12 months,8/10/16 months
DO_1D_3144_021w,DO-1D-3144,1D,85,21,21,5,6189,G27W1,<=5 months,5 months
DO_20_1140_069w,DO-20-1140,20,89,69,69,16,6185,G27W1,13-18 months,8/10/16 months
DO_20_1140_021w,DO-20-1140,20,84,21,21,5,6185,G27W1,<=5 months,5 months
DO_20_1140_044w,DO-20-1140,20,86,44,44,10,6185,G27W1,6-12 months,8/10/16 months
DO_20_1128_069w,DO-20-1128,20,78,69,69,16,5881,G26W2,13-18 months,8/10/16 months
DO_20_1128_120w,DO-20-1128,20,80,120,121,28,5881,G26W2,25-30 months,22/28 months
DO_20_1128_044w,DO-20-1128,20,77,44,44,10,5881,G26W2,6-12 months,8/10/16 months
DO_20_1128_021w,DO-20-1128,20,75,21,21,5,5881,G26W2,<=5 months,5 months
DO_1D_3097_096w,DO-1D-3097,1D,74,96,96,22,5842,G26W1,19-24 months,22/28 months
DO_1D_3097_020w,DO-1D-3097,1D,69,20,21,5,5842,G26W1,<=5 months,5 months
DO_1D_3097_069w,DO-1D-3097,1D,73,69,69,16,5842,G26W1,13-18 months,8/10/16 months
DO_1D_3097_044w,DO-1D-3097,1D,71,44,44,10,5842,G26W1,6-12 months,8/10/16 months
DO_1D_3156_096w,DO-1D-3156,1D,103,96,96,22,6308,G27W2,19-24 months,22/28 months
DO_1D_3156_069w,DO-1D-3156,1D,101,69,69,16,6308,G27W2,13-18 months,8/10/16 months
DO_1D_3156_021w,DO-1D-3156,1D,97,21,21,5,6308,G27W2,<=5 months,5 months
DO_AL_0140_121w,DO-AL-0140,AL,94,121,121,28,6183,G27W1,25-30 months,22/28 months
DO_AL_0140_021w,DO-AL-0140,AL,83,21,21,5,6183,G27W1,<=5 months,5 months
DO_AL_0140_044w,DO-AL-0140,AL,86,44,44,10,6183,G27W1,6-12 months,8/10/16 months
DO_AL_0140_096w,DO-AL-0140,AL,92,96,96,22,6183,G27W1,19-24 months,22/28 months
DO_AL_0140_069w,DO-AL-0140,AL,89,69,69,16,6183,G27W1,13-18 months,8/10/16 months
DO_1D_3109_069w,DO-1D-3109,1D,73,69,69,16,5843,G26W1,13-18 months,8/10/16 months
DO_1D_3109_020w,DO-1D-3109,1D,69,20,21,5,5843,G26W1,<=5 months,5 months
DO_2D_4020_043w,DO-2D-4020,2D,11,43,44,10,3397,G22W2,6-12 months,8/10/16 months
DO_2D_4020_069w,DO-2D-4020,2D,13,69,69,16,3397,G22W2,13-18 months,8/10/16 months
DO_20_1047_096w,DO-20-1047,20,27,96,96,22,4107,G23W1,19-24 months,22/28 months
DO_20_1047_069w,DO-20-1047,20,25,69,69,16,4107,G23W1,13-18 months,8/10/16 months
DO_20_1047_023w,DO-20-1047,20,18,23,21,5,4107,G23W1,<=5 months,5 months
DO_2D_4052_121w,DO-2D-4052,2D,45,121,121,28,4334,G23W2,25-30 months,22/28 months
DO_2D_4052_096w,DO-2D-4052,2D,43,96,96,22,4334,G23W2,19-24 months,22/28 months
DO_2D_4052_020w,DO-2D-4052,2D,35,20,21,5,4334,G23W2,<=5 months,5 months
DO_2D_4052_069w,DO-2D-4052,2D,40,69,69,16,4334,G23W2,13-18 months,8/10/16 months
DO_2D_4071_120w,DO-2D-4071,2D,55,120,121,28,4978,G24W1,25-30 months,22/28 months
DO_2D_4071_068w,DO-2D-4071,2D,52,68,69,16,4978,G24W1,13-18 months,8/10/16 months
DO_2D_4071_021w,DO-2D-4071,2D,48,21,21,5,4978,G24W1,<=5 months,5 months
DO_2D_4071_095w,DO-2D-4071,2D,54,95,96,22,4978,G24W1,19-24 months,22/28 months
DO_2D_4128_096w,DO-2D-4128,2D,80,96,96,22,5887,G26W2,19-24 months,22/28 months
DO_2D_4128_069w,DO-2D-4128,2D,78,69,69,16,5887,G26W2,13-18 months,8/10/16 months
DO_2D_4128_148w,DO-2D-4128,2D,82,148,148,34,5887,G26W2,>=31 months,34+months
DO_2D_4128_021w,DO-2D-4128,2D,76,21,21,5,5887,G26W2,<=5 months,5 months
DO_2D_4128_044w,DO-2D-4128,2D,77,44,44,10,5887,G26W2,6-12 months,8/10/16 months
DO_2D_4128_120w,DO-2D-4128,2D,80,120,121,28,5887,G26W2,25-30 months,22/28 months
DO_40_2051_096w,DO-40-2051,40,42,96,96,22,4338,G23W2,19-24 months,22/28 months
DO_40_2051_069w,DO-40-2051,40,39,69,69,16,4338,G23W2,13-18 months,8/10/16 months
DO_40_2051_121w,DO-40-2051,40,44,121,121,28,4338,G23W2,25-30 months,22/28 months
DO_2D_4058_121w,DO-2D-4058,2D,45,121,121,28,4336,G23W2,25-30 months,22/28 months
DO_2D_4058_148w,DO-2D-4058,2D,45,148,148,34,4336,G23W2,>=31 months,34+months
DO_2D_4058_020w,DO-2D-4058,2D,35,20,21,5,4336,G23W2,<=5 months,5 months
DO_AL_0120_021w,DO-AL-0120,AL,75,21,21,5,5878,G26W2,<=5 months,5 months
DO_20_1119_120w,DO-20-1119,20,80,120,121,28,5880,G26W2,25-30 months,22/28 months
DO_20_1119_021w,DO-20-1119,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_20_1119_044w,DO-20-1119,20,77,44,44,10,5880,G26W2,6-12 months,8/10/16 months
DO_40_2049_020w,DO-40-2049,40,33,20,21,5,4338,G23W2,<=5 months,5 months
DO_1D_3095_069w,DO-1D-3095,1D,64,69,69,16,5094,G24W2,13-18 months,8/10/16 months
DO_1D_3095_044w,DO-1D-3095,1D,61,44,44,10,5094,G24W2,6-12 months,8/10/16 months
DO_1D_3095_022w,DO-1D-3095,1D,59,22,21,5,5094,G24W2,<=5 months,5 months
DO_1D_3095_121w,DO-1D-3095,1D,67,121,121,28,5094,G24W2,25-30 months,22/28 months
DO_1D_3095_096w,DO-1D-3095,1D,65,96,96,22,5094,G24W2,19-24 months,22/28 months
DO_AL_0142_069w,DO-AL-0142,AL,89,69,69,16,6183,G27W1,13-18 months,8/10/16 months
DO_AL_0142_121w,DO-AL-0142,AL,94,121,121,28,6183,G27W1,25-30 months,22/28 months
DO_AL_0142_044w,DO-AL-0142,AL,86,44,44,10,6183,G27W1,6-12 months,8/10/16 months
DO_40_2056_096w,DO-40-2056,40,42,96,96,22,4338,G23W2,19-24 months,22/28 months
DO_40_2056_069w,DO-40-2056,40,39,69,69,16,4338,G23W2,13-18 months,8/10/16 months
DO_2D_4119_044w,DO-2D-4119,2D,77,44,44,10,5886,G26W2,6-12 months,8/10/16 months
DO_2D_4119_069w,DO-2D-4119,2D,78,69,69,16,5886,G26W2,13-18 months,8/10/16 months
DO_2D_4119_120w,DO-2D-4119,2D,80,120,121,28,5886,G26W2,25-30 months,22/28 months
DO_2D_4119_021w,DO-2D-4119,2D,76,21,21,5,5886,G26W2,<=5 months,5 months
DO_1D_3182_069w,DO-1D-3182,1D,124,69,69,16,6537,G28W2,13-18 months,8/10/16 months
DO_1D_3182_044w,DO-1D-3182,1D,121,44,44,10,6537,G28W2,6-12 months,8/10/16 months
DO_1D_3182_122w,DO-1D-3182,1D,127,122,121,28,6537,G28W2,25-30 months,22/28 months
DO_AL_0134_069w,DO-AL-0134,AL,88,69,69,16,6182,G27W1,13-18 months,8/10/16 months
DO_AL_0134_096w,DO-AL-0134,AL,92,96,96,22,6182,G27W1,19-24 months,22/28 months
DO_AL_0134_021w,DO-AL-0134,AL,83,21,21,5,6182,G27W1,<=5 months,5 months
DO_AL_0134_044w,DO-AL-0134,AL,85,44,44,10,6182,G27W1,6-12 months,8/10/16 months
DO_2D_4139_021w,DO-2D-4139,2D,85,21,21,5,6191,G27W1,<=5 months,5 months
DO_1D_3105_020w,DO-1D-3105,1D,69,20,21,5,5843,G26W1,<=5 months,5 months
DO_2D_4096_069w,DO-2D-4096,2D,64,69,69,16,5096,G24W2,13-18 months,8/10/16 months
DO_2D_4096_096w,DO-2D-4096,2D,66,96,96,22,5096,G24W2,19-24 months,22/28 months
DO_2D_4096_022w,DO-2D-4096,2D,59,22,21,5,5096,G24W2,<=5 months,5 months
DO_2D_4096_044w,DO-2D-4096,2D,61,44,44,10,5096,G24W2,6-12 months,8/10/16 months
DO_20_1078_148w,DO-20-1078,20,56,148,148,34,4973,G24W1,>=31 months,34+months
DO_20_1078_096w,DO-20-1078,20,53,96,96,22,4973,G24W1,19-24 months,22/28 months
DO_20_1078_120w,DO-20-1078,20,55,120,121,28,4973,G24W1,25-30 months,22/28 months
DO_20_1078_021w,DO-20-1078,20,46,21,21,5,4973,G24W1,<=5 months,5 months
DO_20_1078_068w,DO-20-1078,20,51,68,69,16,4973,G24W1,13-18 months,8/10/16 months
DO_40_2182_021w,DO-40-2182,40,119,21,21,5,6535,G28W2,<=5 months,5 months
DO_40_2182_096w,DO-40-2182,40,126,96,96,22,6535,G28W2,19-24 months,22/28 months
DO_40_2182_122w,DO-40-2182,40,127,122,121,28,6535,G28W2,25-30 months,22/28 months
DO_40_2182_044w,DO-40-2182,40,121,44,44,10,6535,G28W2,6-12 months,8/10/16 months
DO_40_2182_069w,DO-40-2182,40,123,69,69,16,6535,G28W2,13-18 months,8/10/16 months
DO_AL_0014_038w,DO-AL-0014,AL,3,38,35,8,3298,G22W1,6-12 months,8/10/16 months
DO_AL_0014_097w,DO-AL-0014,AL,6,97,96,22,3298,G22W1,19-24 months,22/28 months
DO_AL_0014_044w,DO-AL-0014,AL,1,44,44,10,3298,G22W1,6-12 months,8/10/16 months
DO_AL_0014_069w,DO-AL-0014,AL,4,69,69,16,3298,G22W1,13-18 months,8/10/16 months
DO_20_1066_120w,DO-20-1066,20,54,120,121,28,4972,G24W1,25-30 months,22/28 months
DO_20_1066_174w,DO-20-1066,20,56,174,174,40,4972,G24W1,>=31 months,34+months
DO_20_1066_149w,DO-20-1066,20,56,149,148,34,4972,G24W1,>=31 months,34+months
DO_20_1146_021w,DO-20-1146,20,96,21,21,5,6303,G27W2,<=5 months,5 months
DO_20_1146_069w,DO-20-1146,20,100,69,69,16,6303,G27W2,13-18 months,8/10/16 months
DO_20_1146_044w,DO-20-1146,20,98,44,44,10,6303,G27W2,6-12 months,8/10/16 months
DO_20_1146_148w,DO-20-1146,20,106,148,148,34,6303,G27W2,>=31 months,34+months
DO_20_1146_096w,DO-20-1146,20,102,96,96,22,6303,G27W2,19-24 months,22/28 months
DO_1D_3084_069w,DO-1D-3084,1D,63,69,69,16,5093,G24W2,13-18 months,8/10/16 months
DO_1D_3084_022w,DO-1D-3084,1D,58,22,21,5,5093,G24W2,<=5 months,5 months
DO_1D_3084_121w,DO-1D-3084,1D,67,121,121,28,5093,G24W2,25-30 months,22/28 months
DO_1D_3084_096w,DO-1D-3084,1D,65,96,96,22,5093,G24W2,19-24 months,22/28 months
DO_2D_4051_020w,DO-2D-4051,2D,35,20,21,5,4334,G23W2,<=5 months,5 months
DO_2D_4127_069w,DO-2D-4127,2D,78,69,69,16,5887,G26W2,13-18 months,8/10/16 months
DO_2D_4127_021w,DO-2D-4127,2D,76,21,21,5,5887,G26W2,<=5 months,5 months
DO_2D_4127_096w,DO-2D-4127,2D,80,96,96,22,5887,G26W2,19-24 months,22/28 months
DO_2D_4127_044w,DO-2D-4127,2D,77,44,44,10,5887,G26W2,6-12 months,8/10/16 months
DO_2D_4183_096w,DO-2D-4183,2D,126,96,96,22,6539,G28W2,19-24 months,22/28 months
DO_1D_3131_121w,DO-1D-3131,1D,95,121,121,28,6188,G27W1,25-30 months,22/28 months
DO_1D_3131_069w,DO-1D-3131,1D,90,69,69,16,6188,G27W1,13-18 months,8/10/16 months
DO_1D_3131_021w,DO-1D-3131,1D,85,21,21,5,6188,G27W1,<=5 months,5 months
DO_40_2075_068w,DO-40-2075,40,51,68,69,16,4975,G24W1,13-18 months,8/10/16 months
DO_40_2075_021w,DO-40-2075,40,47,21,21,5,4975,G24W1,<=5 months,5 months
DO_40_2075_095w,DO-40-2075,40,53,95,96,22,4975,G24W1,19-24 months,22/28 months
DO_1D_3002_069w,DO-1D-3002,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3002_038w,DO-1D-3002,1D,3,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3002_044w,DO-1D-3002,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3002_097w,DO-1D-3002,1D,6,97,96,22,3308,G22W1,19-24 months,22/28 months
DO_1D_3001_097w,DO-1D-3001,1D,6,97,96,22,3308,G22W1,19-24 months,22/28 months
DO_1D_3001_044w,DO-1D-3001,1D,2,44,44,10,3308,G22W1,6-12 months,8/10/16 months
DO_1D_3001_069w,DO-1D-3001,1D,5,69,69,16,3308,G22W1,13-18 months,8/10/16 months
DO_1D_3001_038w,DO-1D-3001,1D,3,38,35,8,3308,G22W1,6-12 months,8/10/16 months
DO_AL_0104_020w,DO-AL-0104,AL,68,20,21,5,5835,G26W1,<=5 months,5 months
DO_AL_0104_069w,DO-AL-0104,AL,72,69,69,16,5835,G26W1,13-18 months,8/10/16 months
DO_AL_0104_044w,DO-AL-0104,AL,70,44,44,10,5835,G26W1,6-12 months,8/10/16 months
DO_AL_0104_096w,DO-AL-0104,AL,74,96,96,22,5835,G26W1,19-24 months,22/28 months
DO_40_2141_021w,DO-40-2141,40,84,21,21,5,6187,G27W1,<=5 months,5 months
DO_40_2141_069w,DO-40-2141,40,90,69,69,16,6187,G27W1,13-18 months,8/10/16 months
DO_40_2141_174w,DO-40-2141,40,129,174,174,40,6187,G27W1,>=31 months,34+months
DO_40_2141_044w,DO-40-2141,40,87,44,44,10,6187,G27W1,6-12 months,8/10/16 months
DO_20_1040_121w,DO-20-1040,20,29,121,121,28,4106,G23W1,25-30 months,22/28 months
DO_20_1040_069w,DO-20-1040,20,25,69,69,16,4106,G23W1,13-18 months,8/10/16 months
DO_20_1040_044w,DO-20-1040,20,22,44,44,10,4106,G23W1,6-12 months,8/10/16 months
DO_20_1040_096w,DO-20-1040,20,27,96,96,22,4106,G23W1,19-24 months,22/28 months
DO_20_1040_148w,DO-20-1040,20,31,148,148,34,4106,G23W1,>=31 months,34+months
DO_40_2107_148w,DO-40-2107,40,74,148,148,34,5841,G26W1,>=31 months,34+months
DO_40_2107_203w,DO-40-2107,40,129,203,200,46,5841,G26W1,>=31 months,34+months
DO_40_2107_173w,DO-40-2107,40,75,173,174,40,5841,G26W1,>=31 months,34+months
DO_40_2107_020w,DO-40-2107,40,69,20,21,5,5841,G26W1,<=5 months,5 months
DO_40_2107_044w,DO-40-2107,40,70,44,44,10,5841,G26W1,6-12 months,8/10/16 months
DO_40_2107_121w,DO-40-2107,40,81,121,121,28,5841,G26W1,25-30 months,22/28 months
DO_1D_3173_069w,DO-1D-3173,1D,114,69,69,16,6476,G28W1,13-18 months,8/10/16 months
DO_1D_3173_021w,DO-1D-3173,1D,109,21,21,5,6476,G28W1,<=5 months,5 months
DO_2D_4082_096w,DO-2D-4082,2D,65,96,96,22,5095,G24W2,19-24 months,22/28 months
DO_2D_4082_043w,DO-2D-4082,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_2D_4082_068w,DO-2D-4082,2D,64,68,69,16,5095,G24W2,13-18 months,8/10/16 months
DO_2D_4077_068w,DO-2D-4077,2D,52,68,69,16,4979,G24W1,13-18 months,8/10/16 months
DO_2D_4077_095w,DO-2D-4077,2D,54,95,96,22,4979,G24W1,19-24 months,22/28 months
DO_1D_3177_122w,DO-1D-3177,1D,127,122,121,28,6537,G28W2,25-30 months,22/28 months
DO_1D_3177_096w,DO-1D-3177,1D,126,96,96,22,6537,G28W2,19-24 months,22/28 months
DO_1D_3177_021w,DO-1D-3177,1D,120,21,21,5,6537,G28W2,<=5 months,5 months
DO_1D_3177_044w,DO-1D-3177,1D,121,44,44,10,6537,G28W2,6-12 months,8/10/16 months
DO_1D_3146_044w,DO-1D-3146,1D,99,44,44,10,6307,G27W2,6-12 months,8/10/16 months
DO_1D_3146_121w,DO-1D-3146,1D,105,121,121,28,6307,G27W2,25-30 months,22/28 months
DO_1D_3146_069w,DO-1D-3146,1D,101,69,69,16,6307,G27W2,13-18 months,8/10/16 months
DO_1D_3146_021w,DO-1D-3146,1D,97,21,21,5,6307,G27W2,<=5 months,5 months
DO_20_1030_043w,DO-20-1030,20,11,43,44,10,3392,G22W2,6-12 months,8/10/16 months
DO_2D_4083_121w,DO-2D-4083,2D,67,121,121,28,5095,G24W2,25-30 months,22/28 months
DO_2D_4083_043w,DO-2D-4083,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_2D_4083_096w,DO-2D-4083,2D,65,96,96,22,5095,G24W2,19-24 months,22/28 months
DO_2D_4083_148w,DO-2D-4083,2D,67,148,148,34,5095,G24W2,>=31 months,34+months
DO_2D_4083_068w,DO-2D-4083,2D,64,68,69,16,5095,G24W2,13-18 months,8/10/16 months
DO_40_2158_174w,DO-40-2158,40,129,174,174,40,6306,G27W2,>=31 months,34+months
DO_40_2158_021w,DO-40-2158,40,97,21,21,5,6306,G27W2,<=5 months,5 months
DO_40_2158_044w,DO-40-2158,40,99,44,44,10,6306,G27W2,6-12 months,8/10/16 months
DO_40_2158_121w,DO-40-2158,40,105,121,121,28,6306,G27W2,25-30 months,22/28 months
DO_20_1090_022w,DO-20-1090,20,57,22,21,5,5082,G24W2,<=5 months,5 months
DO_20_1090_121w,DO-20-1090,20,66,121,121,28,5082,G24W2,25-30 months,22/28 months
DO_20_1090_069w,DO-20-1090,20,62,69,69,16,5082,G24W2,13-18 months,8/10/16 months
DO_20_1090_096w,DO-20-1090,20,66,96,96,22,5082,G24W2,19-24 months,22/28 months
DO_1D_3152_069w,DO-1D-3152,1D,101,69,69,16,6307,G27W2,13-18 months,8/10/16 months
DO_20_1175_044w,DO-20-1175,20,112,44,44,10,6472,G28W1,6-12 months,8/10/16 months
DO_20_1175_097w,DO-20-1175,20,115,97,96,22,6472,G28W1,19-24 months,22/28 months
DO_20_1175_121w,DO-20-1175,20,116,121,121,28,6472,G28W1,25-30 months,22/28 months
DO_20_1004_069w,DO-20-1004,20,4,69,69,16,3299,G22W1,13-18 months,8/10/16 months
DO_20_1004_044w,DO-20-1004,20,1,44,44,10,3299,G22W1,6-12 months,8/10/16 months
DO_20_1004_097w,DO-20-1004,20,6,97,96,22,3299,G22W1,19-24 months,22/28 months
DO_20_1004_121w,DO-20-1004,20,6,121,121,28,3299,G22W1,25-30 months,22/28 months
DO_20_1004_148w,DO-20-1004,20,7,148,148,34,3299,G22W1,>=31 months,34+months
DO_20_1174_021w,DO-20-1174,20,108,21,21,5,6472,G28W1,<=5 months,5 months
DO_20_1174_121w,DO-20-1174,20,116,121,121,28,6472,G28W1,25-30 months,22/28 months
DO_20_1191_122w,DO-20-1191,20,127,122,121,28,6534,G28W2,25-30 months,22/28 months
DO_20_1191_021w,DO-20-1191,20,119,21,21,5,6534,G28W2,<=5 months,5 months
DO_AL_0042_069w,DO-AL-0042,AL,25,69,69,16,4105,G23W1,13-18 months,8/10/16 months
DO_AL_0042_096w,DO-AL-0042,AL,26,96,96,22,4105,G23W1,19-24 months,22/28 months
DO_AL_0042_044w,DO-AL-0042,AL,22,44,44,10,4105,G23W1,6-12 months,8/10/16 months
DO_20_1108_069w,DO-20-1108,20,72,69,69,16,5838,G26W1,13-18 months,8/10/16 months
DO_20_1108_020w,DO-20-1108,20,68,20,21,5,5838,G26W1,<=5 months,5 months
DO_20_1108_044w,DO-20-1108,20,70,44,44,10,5838,G26W1,6-12 months,8/10/16 months
DO_20_1129_021w,DO-20-1129,20,83,21,21,5,6184,G27W1,<=5 months,5 months
DO_20_1129_096w,DO-20-1129,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_20_1129_148w,DO-20-1129,20,95,148,148,34,6184,G27W1,>=31 months,34+months
DO_20_1129_069w,DO-20-1129,20,89,69,69,16,6184,G27W1,13-18 months,8/10/16 months
DO_40_2067_095w,DO-40-2067,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2067_148w,DO-40-2067,40,56,148,148,34,4974,G24W1,>=31 months,34+months
DO_40_2067_068w,DO-40-2067,40,51,68,69,16,4974,G24W1,13-18 months,8/10/16 months
DO_40_2067_120w,DO-40-2067,40,55,120,121,28,4974,G24W1,25-30 months,22/28 months
DO_AL_0141_069w,DO-AL-0141,AL,89,69,69,16,6183,G27W1,13-18 months,8/10/16 months
DO_AL_0141_148w,DO-AL-0141,AL,95,148,148,34,6183,G27W1,>=31 months,34+months
DO_AL_0141_044w,DO-AL-0141,AL,86,44,44,10,6183,G27W1,6-12 months,8/10/16 months
DO_AL_0090_069w,DO-AL-0090,AL,62,69,69,16,5077,G24W2,13-18 months,8/10/16 months
DO_AL_0090_022w,DO-AL-0090,AL,56,22,21,5,5077,G24W2,<=5 months,5 months
DO_AL_0090_096w,DO-AL-0090,AL,66,96,96,22,5077,G24W2,19-24 months,22/28 months
DO_AL_0139_096w,DO-AL-0139,AL,92,96,96,22,6183,G27W1,19-24 months,22/28 months
DO_AL_0139_069w,DO-AL-0139,AL,89,69,69,16,6183,G27W1,13-18 months,8/10/16 months
DO_AL_0139_044w,DO-AL-0139,AL,85,44,44,10,6183,G27W1,6-12 months,8/10/16 months
DO_AL_0144_069w,DO-AL-0144,AL,89,69,69,16,6183,G27W1,13-18 months,8/10/16 months
DO_AL_0144_044w,DO-AL-0144,AL,86,44,44,10,6183,G27W1,6-12 months,8/10/16 months
DO_1D_3171_069w,DO-1D-3171,1D,114,69,69,16,6476,G28W1,13-18 months,8/10/16 months
DO_1D_3171_021w,DO-1D-3171,1D,109,21,21,5,6476,G28W1,<=5 months,5 months
DO_1D_3171_097w,DO-1D-3171,1D,115,97,96,22,6476,G28W1,19-24 months,22/28 months
DO_1D_3171_044w,DO-1D-3171,1D,113,44,44,10,6476,G28W1,6-12 months,8/10/16 months
DO_1D_3171_121w,DO-1D-3171,1D,116,121,121,28,6476,G28W1,25-30 months,22/28 months
DO_AL_0069_068w,DO-AL-0069,AL,50,68,69,16,4968,G24W1,13-18 months,8/10/16 months
DO_AL_0069_095w,DO-AL-0069,AL,52,95,96,22,4968,G24W1,19-24 months,22/28 months
DO_2D_4122_096w,DO-2D-4122,2D,79,96,96,22,5887,G26W2,19-24 months,22/28 months
DO_2D_4122_120w,DO-2D-4122,2D,80,120,121,28,5887,G26W2,25-30 months,22/28 months
DO_2D_4122_044w,DO-2D-4122,2D,77,44,44,10,5887,G26W2,6-12 months,8/10/16 months
DO_2D_4122_148w,DO-2D-4122,2D,82,148,148,34,5887,G26W2,>=31 months,34+months
DO_2D_4122_069w,DO-2D-4122,2D,78,69,69,16,5887,G26W2,13-18 months,8/10/16 months
DO_1D_3179_069w,DO-1D-3179,1D,124,69,69,16,6537,G28W2,13-18 months,8/10/16 months
DO_1D_3179_044w,DO-1D-3179,1D,121,44,44,10,6537,G28W2,6-12 months,8/10/16 months
DO_2D_4049_096w,DO-2D-4049,2D,43,96,96,22,4334,G23W2,19-24 months,22/28 months
DO_2D_4049_044w,DO-2D-4049,2D,37,44,44,10,4334,G23W2,6-12 months,8/10/16 months
DO_2D_4049_121w,DO-2D-4049,2D,45,121,121,28,4334,G23W2,25-30 months,22/28 months
DO_40_2021_043w,DO-40-2021,40,11,43,44,10,3393,G22W2,6-12 months,8/10/16 months
DO_40_2021_069w,DO-40-2021,40,12,69,69,16,3393,G22W2,13-18 months,8/10/16 months
DO_40_2021_035w,DO-40-2021,40,9,35,35,8,3393,G22W2,6-12 months,8/10/16 months
DO_1D_3145_096w,DO-1D-3145,1D,103,96,96,22,6307,G27W2,19-24 months,22/28 months
DO_1D_3145_148w,DO-1D-3145,1D,107,148,148,34,6307,G27W2,>=31 months,34+months
DO_1D_3145_069w,DO-1D-3145,1D,101,69,69,16,6307,G27W2,13-18 months,8/10/16 months
DO_1D_3145_044w,DO-1D-3145,1D,99,44,44,10,6307,G27W2,6-12 months,8/10/16 months
DO_1D_3145_121w,DO-1D-3145,1D,105,121,121,28,6307,G27W2,25-30 months,22/28 months
DO_20_1025_174w,DO-20-1025,20,16,174,174,40,3392,G22W2,>=31 months,34+months
DO_20_1025_035w,DO-20-1025,20,9,35,35,8,3392,G22W2,6-12 months,8/10/16 months
DO_20_1025_069w,DO-20-1025,20,12,69,69,16,3392,G22W2,13-18 months,8/10/16 months
DO_20_1025_121w,DO-20-1025,20,15,121,121,28,3392,G22W2,25-30 months,22/28 months
